level,name,accuracy,ci_low,ci_high,count
leaf,object_aggregation,0.2850359274531336,0.24677584633929223,0.3254747913419754,955
leaf,object_attributes,0.4561666012558869,0.33109909188034187,0.5696069084685156,192
leaf,object_identification,0.0,0.0,0.0,866
leaf,spatial_localization_camera,0.1871278756257748,0.11228728612657185,0.27022588376842577,213
leaf,spatial_localization_situs,0.5238095238095238,0.2973214285714285,0.738095238095238,26
group,aggregation,0.2850359274531336,0.24514179432277913,0.3266963124746065,955
group,object_recognition,0.104621847347907,0.08024407847518293,0.12764591358310484,1297
answer_format,binary,0.5100529100529101,0.40343033509700177,0.6159942680776013,176
answer_format,fo_class,0.0,0.0,0.0,920
answer_format,multiple_choice,0.5146302110587824,0.34473497732426306,0.6717409079016221,90
answer_format,number,0.23373574900342864,0.1916390770707696,0.2780709729632844,768
answer_format,open_ended,0.32572138412474555,0.250428664764274,0.4019604692109944,298
overall,MEAN,0.18425374779541448,0.16236662257495585,0.20633088073192238,2252
pre_evaluation,SCORE,0.1975355936171673,,,2
